old_taxonID_linked_genome_sequence,species,genus,family,order,class,phylum
Flammulina_velutipes,Flammulina velutipes,Flammulina,Physalacriaceae,Agaricales,Agaricomycetes,Basidiomycota
Heterobasidion_annosum,Heterobasidion annosum,Heterobasidion,Bondarzewiaceae,Russulales,Agaricomycetes,Basidiomycota
Mucor_velutinosus,Mucor velutinosus,Mucor,Mucoraceae,Mucorales,Mucoromycetes,Mucoromycota
Mucor_circinelloides,Mucor circinelloides,Mucor,Mucoraceae,Mucorales,Mucoromycetes,Mucoromycota
Apophysomyces_trapeziformis,Apophysomyces trapeziformis,Apophysomyces,Mucoraceae,Mucorales,Mucoromycetes,Mucoromycota
Apophysomyces_elegans,Apophysomyces elegans,Apophysomyces,Mucoraceae,Mucorales,Mucoromycetes,Mucoromycota
Cunninghamella_elegans,Cunninghamella elegans,Cunninghamella,Cunninghamellaceae,Mucorales,Mucoromycetes,Mucoromycota
Rhizopus_stolonifer,Rhizopus stolonifer,Rhizopus,Rhizopodaceae,Mucorales,Mucoromycetes,Mucoromycota
Saksenaea_vasiformis,Saksenaea vasiformis,Saksenaea,Saksenaeaceae,Mucorales,Mucoromycetes,Mucoromycota
Rhizopus_oryzae,Rhizopus oryzae,Rhizopus,Rhizopodaceae,Mucorales,Mucoromycetes,Mucoromycota
Cunninghamella_bertholletiae,Cunninghamella bertholletiae,Cunninghamella,Cunninghamellaceae,Mucorales,Mucoromycetes,Mucoromycota
Cokeromyces_recurvatus,Cokeromyces recurvatus,Cokeromyces,Mucoraceae,Mucorales,Mucoromycetes,Mucoromycota
Mucor_racemosus,Mucor racemosus,Mucor,Mucoraceae,Mucorales,Mucoromycetes,Mucoromycota
Mucor_indicus,Mucor indicus,Mucor,Mucoraceae,Mucorales,Mucoromycetes,Mucoromycota
Syncephalastrum_monosporum,Syncephalastrum monosporum,Syncephalastrum,Syncephalastraceae,Mucorales,Mucoromycetes,Mucoromycota
Basidiobolus_meristosporus,Basidiobolus meristosporus,Basidiobolus,Basidiobolaceae,Basidiobolales,Basidiobolomycetes,Zoopagomycota
Basidiobolus_heterosporus,Basidiobolus heterosporus,Basidiobolus,Basidiobolaceae,Basidiobolales,Basidiobolomycetes,Zoopagomycota
Lichtheimia_corymbifera,Lichtheimia corymbifera,Lichtheimia,Lichtheimiaceae,Mucorales,Mucoromycetes,Mucoromycota
Saksenaea_oblongispora,Saksenaea oblongispora,Saksenaea,Saksenaeaceae,Mucorales,Mucoromycetes,Mucoromycota
Galerina_marginata,Galerina marginata,Galerina,Strophariaceae,Agaricales,Agaricomycetes,Basidiomycota
Jaapia_argillacea,Jaapia argillacea,Jaapia,Jaapiaceae,Jaapiales,Agaricomycetes,Basidiomycota
Botryobasidium_botryosum,Botryobasidium botryosum,Botryobasidium,Botryobasidiaceae,Cantharellales,Agaricomycetes,Basidiomycota
Mixia_osmundae,Mixia osmundae,Mixia,Mixiaceae,Mixiales,Mixiomycetes,Basidiomycota
Tilletiaria_anomala,Tilletiaria anomala,Tilletiaria,Tilletiariaceae,Georgefischeriales,Exobasidiomycetes,Basidiomycota
Lichtheimia_ramosa,Lichtheimia ramosa,Lichtheimia,Lichtheimiaceae,Mucorales,Mucoromycetes,Mucoromycota
Papiliotrema_laurentii,Papiliotrema laurentii,Papiliotrema,Rhynchogastremataceae,Tremellales,Tremellomycetes,Basidiomycota
Mortierella_verticillata,Mortierella verticillata,Mortierella,Mortierellaceae,Mortierellales,Mortierellomycetes,Mucoromycota
Lignosus_rhinocerotis,Lignosus rhinocerotis,Lignosus,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota
Trametes_cinnabarina,Trametes cinnabarina,Trametes,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota
Phlebopus_portentosus,Phlebopus portentosus,Phlebopus,Boletinellaceae,Boletales,Agaricomycetes,Basidiomycota
Uromyces_viciaefabae,Uromyces viciae-fabae,Uromyces,Pucciniaceae,Pucciniales,Pucciniomycetes,Basidiomycota
Thermomucor_indicaeseudaticae,Thermomucor indicae-seudaticae,Thermomucor,Lichtheimiaceae,Mucorales,Mucoromycetes,Mucoromycota
Lentinus_polychrous,Lentinus polychrous,Lentinus,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota
Mrakia_frigida,Mrakia frigida,Mrakia,Mrakiaceae,Cystofilobasidiales,Tremellomycetes,Basidiomycota
Ustilago_esculenta,Ustilago esculenta,Ustilago,Ustilaginaceae,Ustilaginales,Ustilaginomycetes,Basidiomycota
Basidioascus_undulatus,Basidioascus undulatus,Basidioascus,Geminibasidiaceae,Geminibasidiales,Geminibasidiomycetes,Basidiomycota
Hydnomerulius_pinastri,Hydnomerulius pinastri,Hydnomerulius,Paxillaceae,Boletales,Agaricomycetes,Basidiomycota
Laccaria_amethystina,Laccaria amethystina,Laccaria,Tricholomataceae,Agaricales,Agaricomycetes,Basidiomycota
Plicaturopsis_crispa,Plicaturopsis crispa,Plicaturopsis,Amylocorticiaceae,Amylocorticiales,Agaricomycetes,Basidiomycota
Sphaerobolus_stellatus,Sphaerobolus stellatus,Sphaerobolus,Sphaerobolaceae,Geastrales,Agaricomycetes,Basidiomycota
Suillus_luteus,Suillus luteus,Suillus,Suillaceae,Boletales,Agaricomycetes,Basidiomycota
Gymnopus_luxurians,Gymnopus luxurians,Gymnopus,Omphalotaceae,Agaricales,Agaricomycetes,Basidiomycota
Pisolithus_microcarpus,Pisolithus microcarpus,Pisolithus,Pisolithaceae,Boletales,Agaricomycetes,Basidiomycota
Piloderma_croceum,Piloderma croceum,Piloderma,Atheliaceae,Atheliales,Agaricomycetes,Basidiomycota
Pisolithus_tinctorius,Pisolithus tinctorius,Pisolithus,Pisolithaceae,Boletales,Agaricomycetes,Basidiomycota
Hebeloma_cylindrosporum,Hebeloma cylindrosporum,Hebeloma,Cortinariaceae,Agaricales,Agaricomycetes,Basidiomycota
Paxillus_rubicundulus,Paxillus rubicundulus,Paxillus,Paxillaceae,Boletales,Agaricomycetes,Basidiomycota
Serendipita_vermifera,Serendipita vermifera,Serendipita,Serendipitaceae,Sebacinales,Agaricomycetes,Basidiomycota
Scleroderma_citrinum,Scleroderma citrinum,Scleroderma,Sclerodermataceae,Boletales,Agaricomycetes,Basidiomycota
Tulasnella_calospora,Tulasnella calospora,Tulasnella,Tulasnellaceae,Cantharellales,Agaricomycetes,Basidiomycota
Paxillus_involutus,Paxillus involutus,Paxillus,Paxillaceae,Boletales,Agaricomycetes,Basidiomycota
Hypholoma_sublateritium,Hypholoma sublateritium,Hypholoma,Strophariaceae,Agaricales,Agaricomycetes,Basidiomycota
Phlebiopsis_gigantea,Phlebiopsis gigantea,Phlebiopsis,Phanerochaetaceae,Polyporales,Agaricomycetes,Basidiomycota
Cryptococcus_gattii_VGIV,Cryptococcus gattii VGIV,Cryptococcus,Cryptococcaceae,Tremellales,Tremellomycetes,Basidiomycota
Cryptococcus_gattii_VGIII,Cryptococcus gattii VGIII,Cryptococcus,Cryptococcaceae,Tremellales,Tremellomycetes,Basidiomycota
Cylindrobasidium_torrendii,Cylindrobasidium torrendii,Cylindrobasidium,Physalacriaceae,Agaricales,Agaricomycetes,Basidiomycota
Fistulina_hepatica,Fistulina hepatica,Fistulina,Fistulinaceae,Agaricales,Agaricomycetes,Basidiomycota
Parasitella_parasitica,Parasitella parasitica,Parasitella,Mucoraceae,Mucorales,Mucoromycetes,Mucoromycota
Mucor_ambiguus,Mucor ambiguus,Mucor,Mucoraceae,Mucorales,Mucoromycetes,Mucoromycota
Mrakia_blollopis,Mrakia blollopis,Mrakia,Mrakiaceae,Cystofilobasidiales,Tremellomycetes,Basidiomycota
Tremella_fuciformis,Tremella fuciformis,Tremella,Tremellaceae,Tremellales,Tremellomycetes,Basidiomycota
Tilletia_horrida,Tilletia horrida,Tilletia,Tilletiaceae,Tilletiales,Exobasidiomycetes,Basidiomycota
Xanthophyllomyces_dendrorhous,Xanthophyllomyces dendrorhous,Xanthophyllomyces,Mrakiaceae,Cystofilobasidiales,Tremellomycetes,Basidiomycota
Sporisorium_scitamineum,Sporisorium scitamineum,Sporisorium,Ustilaginaceae,Ustilaginales,Ustilaginomycetes,Basidiomycota
Schizopora_paradoxa,Schizopora paradoxa,Schizopora,Schizoporaceae,Hymenochaetales,Agaricomycetes,Basidiomycota
Cutaneotrichosporon_oleaginosum,Cutaneotrichosporon oleaginosum,Cutaneotrichosporon,Trichosporonaceae,Trichosporonales,Tremellomycetes,Basidiomycota
Baeospora_myosura,Baeospora myosura,Baeospora,Tricholomataceae,Agaricales,Agaricomycetes,Basidiomycota
Macrocystidia_cucumis,Macrocystidia cucumis,Macrocystidia,Tricholomataceae,Agaricales,Agaricomycetes,Basidiomycota
Clavaria_fumosa,Clavaria fumosa,Clavaria,Clavariaceae,Agaricales,Agaricomycetes,Basidiomycota
Puccinia_sorghi,Puccinia sorghi,Puccinia,Pucciniaceae,Pucciniales,Pucciniomycetes,Basidiomycota
Malassezia_caprae,Malassezia caprae,Malassezia,Malasseziaceae,Malasseziales,Malasseziomycetes,Basidiomycota
Malassezia_cuniculi,Malassezia cuniculi,Malassezia,Malasseziaceae,Malasseziales,Malasseziomycetes,Basidiomycota
Malassezia_equina,Malassezia equina,Malassezia,Malasseziaceae,Malasseziales,Malasseziomycetes,Basidiomycota
Malassezia_yamatoensis,Malassezia yamatoensis,Malassezia,Malasseziaceae,Malasseziales,Malasseziomycetes,Basidiomycota
Malassezia_slooffiae,Malassezia slooffiae,Malassezia,Malasseziaceae,Malasseziales,Malasseziomycetes,Basidiomycota
Malassezia_pachydermatis,Malassezia pachydermatis,Malassezia,Malasseziaceae,Malasseziales,Malasseziomycetes,Basidiomycota
Malassezia_obtusa,Malassezia obtusa,Malassezia,Malasseziaceae,Malasseziales,Malasseziomycetes,Basidiomycota
Malassezia_nana,Malassezia nana,Malassezia,Malasseziaceae,Malasseziales,Malasseziomycetes,Basidiomycota
Rhizoctonia_solani,Rhizoctonia solani,Rhizoctonia,Ceratobasidiaceae,Cantharellales,Agaricomycetes,Basidiomycota
Trametes_hirsuta,Trametes hirsuta,Trametes,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota
Rhodotorula_graminis,Rhodotorula graminis,Rhodotorula,Sporidiobolaceae,Sporidiobolales,Microbotryomycetes,Basidiomycota
Sporidiobolus_salmonicolor,Sporidiobolus salmonicolor,Sporidiobolus,Sporidiobolaceae,Sporidiobolales,Microbotryomycetes,Basidiomycota
Naganishia_albida,Naganishia albida,Naganishia,Filobasidiaceae,Filobasidiales,Tremellomycetes,Basidiomycota
Rhodotorula_toruloides,Rhodotorula toruloides,Rhodotorula,Sporidiobolaceae,Sporidiobolales,Microbotryomycetes,Basidiomycota
Moniliophthora_roreri,Moniliophthora roreri,Moniliophthora,Marasmiaceae,Agaricales,Agaricomycetes,Basidiomycota
Sanghuangporus_baumii,Sanghuangporus baumii,Sanghuangporus,Hymenochaetaceae,Hymenochaetales,Agaricomycetes,Basidiomycota
Lentinula_edodes,Lentinula edodes,Lentinula,Omphalotaceae,Agaricales,Agaricomycetes,Basidiomycota
Conidiobolus_coronatus,Conidiobolus coronatus,Conidiobolus,Ancylistaceae,Entomophthorales,Entomophthoromycetes,Zoopagomycota
Gonapodya_prolifera,Gonapodya prolifera,Gonapodya,Gonapodyaceae,Monoblepharidales,Monoblepharidomycetes,Chytridiomycota
Phaffia_rhodozyma,Phaffia rhodozyma,Phaffia,Mrakiaceae,Cystofilobasidiales,Tremellomycetes,Basidiomycota
Apiotrichum_montevideense,Apiotrichum montevideense,Apiotrichum,Trichosporonaceae,Trichosporonales,Tremellomycetes,Basidiomycota
Apiotrichum_domesticum,Apiotrichum domesticum,Apiotrichum,Trichosporonaceae,Trichosporonales,Tremellomycetes,Basidiomycota
Actinomucor_elegans,Actinomucor elegans,Actinomucor,Mucoraceae,Mucorales,Mucoromycetes,Mucoromycota
Golubevia_pallescens,Golubevia pallescens,Golubevia,Golubeviaceae,Golubeviales,Exobasidiomycetes,Basidiomycota
Phaeotremella_skinneri,Phaeotremella skinneri,Phaeotremella,Phaeotremellaceae,Tremellales,Tremellomycetes,Basidiomycota
Phaeotremella_fagi,Phaeotremella fagi,Phaeotremella,Phaeotremellaceae,Tremellales,Tremellomycetes,Basidiomycota
Cystobasidium_pallidum,Cystobasidium pallidum,Cystobasidium,Cystobasidiaceae,Cystobasidiales,Cystobasidiomycetes,Basidiomycota
Cystobasidiopsis_lactophilus,Cystobasidiopsis lactophilus,Cystobasidiopsis,Chionosphaeraceae,Agaricostilbales,Agaricostilbomycetes,Basidiomycota
Solicoccozyma_phenolica,Solicoccozyma phenolica,Solicoccozyma,Piskurozymaceae,Filobasidiales,Tremellomycetes,Basidiomycota
Filobasidium_wieringae,Filobasidium wieringae,Filobasidium,Filobasidiaceae,Filobasidiales,Tremellomycetes,Basidiomycota
Bullera_alba,Bullera alba,Bullera,Bulleraceae,Tremellales,Tremellomycetes,Basidiomycota
Erythrobasidium_yunnanense,Erythrobasidium yunnanense,Erythrobasidium,Erythrobasidiaceae,Erythrobasidiales,Cystobasidiomycetes,Basidiomycota
Vanrija_humicola,Vanrija humicola,Vanrija,Trichosporonaceae,Trichosporonales,Tremellomycetes,Basidiomycota
Apiotrichum_porosum,Apiotrichum porosum,Apiotrichum,Trichosporonaceae,Trichosporonales,Tremellomycetes,Basidiomycota
Apiotrichum_brassicae,Apiotrichum brassicae,Apiotrichum,Trichosporonaceae,Trichosporonales,Tremellomycetes,Basidiomycota
Apiotrichum_gamsii,Apiotrichum gamsii,Apiotrichum,Trichosporonaceae,Trichosporonales,Tremellomycetes,Basidiomycota
Apiotrichum_gracile,Apiotrichum gracile,Apiotrichum,Trichosporonaceae,Trichosporonales,Tremellomycetes,Basidiomycota
Meira_nashicola,Meira nashicola,Meira,Brachybasidiaceae,Exobasidiales,Exobasidiomycetes,Basidiomycota
Apiotrichum_veenhuisii,Apiotrichum veenhuisii,Apiotrichum,Trichosporonaceae,Trichosporonales,Tremellomycetes,Basidiomycota
Dioszegia_crocea,Dioszegia crocea,Dioszegia,Bulleribasidiaceae,Tremellales,Tremellomycetes,Basidiomycota
Leucosporidium_creatinivorum,Leucosporidium creatinivorum,Leucosporidium,Leucosporidiaceae,Leucosporidiales,Microbotryomycetes,Basidiomycota
Dioszegia_aurantiaca,Dioszegia aurantiaca,Dioszegia,Bulleribasidiaceae,Tremellales,Tremellomycetes,Basidiomycota
Apiotrichum_laibachii,Apiotrichum laibachii,Apiotrichum,Trichosporonaceae,Trichosporonales,Tremellomycetes,Basidiomycota
Malassezia_dermatis,Malassezia dermatis,Malassezia,Malasseziaceae,Malasseziales,Malasseziomycetes,Basidiomycota
Malassezia_japonica,Malassezia japonica,Malassezia,Malasseziaceae,Malasseziales,Malasseziomycetes,Basidiomycota
Solicoccozyma_terricola,Solicoccozyma terricola,Solicoccozyma,Piskurozymaceae,Filobasidiales,Tremellomycetes,Basidiomycota
Mycena_chlorophos,Mycena chlorophos,Mycena,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota
Puccinia_horiana,Puccinia horiana,Puccinia,Pucciniaceae,Pucciniales,Pucciniomycetes,Basidiomycota
Calocera_viscosa,Calocera viscosa,Calocera,Dacrymycetaceae,Dacrymycetales,Dacrymycetes,Basidiomycota
Sistotremastrum_niveocremeum,Sistotremastrum niveocremeum,Sistotremastrum,Hydnodontaceae,Trechisporales,Agaricomycetes,Basidiomycota
Daedalea_quercina,Daedalea quercina,Daedalea,Fomitopsidaceae,Polyporales,Agaricomycetes,Basidiomycota
Sistotremastrum_suecicum,Sistotremastrum suecicum,Sistotremastrum,Hydnodontaceae,Trechisporales,Agaricomycetes,Basidiomycota
Exidia_glandulosa,Exidia glandulosa,Exidia,Exidiaceae,Auriculariales,Agaricomycetes,Basidiomycota
Neolentinus_lepideus,Neolentinus lepideus,Neolentinus,Gloeophyllaceae,Gloeophyllales,Agaricomycetes,Basidiomycota
Calocera_cornea,Calocera cornea,Calocera,Dacrymycetaceae,Dacrymycetales,Dacrymycetes,Basidiomycota
Cutaneotrichosporon_cutaneum,Cutaneotrichosporon cutaneum,Cutaneotrichosporon,Trichosporonaceae,Trichosporonales,Tremellomycetes,Basidiomycota
Phycomyces_blakesleeanus,Phycomyces blakesleeanus,Phycomyces,Phycomycetaceae,Mucorales,Mucoromycetes,Mucoromycota
Tilletia_controversa,Tilletia controversa,Tilletia,Tilletiaceae,Tilletiales,Exobasidiomycetes,Basidiomycota
Mortierella_elongata,Mortierella elongata,Mortierella,Mortierellaceae,Mortierellales,Mortierellomycetes,Mucoromycota
Ustilago_maydis,Ustilago maydis,Ustilago,Ustilaginaceae,Ustilaginales,Ustilaginomycetes,Basidiomycota
Hypsizygus_marmoreus,Hypsizygus marmoreus,Hypsizygus,Lyophyllaceae,Agaricales,Agaricomycetes,Basidiomycota
Capniomyces_stellatus,Capniomyces stellatus,Capniomyces,Legeriomycetaceae,Harpellales,Harpellomycetes,Zoopagomycota
Ustilago_cynodontis,Ustilago cynodontis,Ustilago,Ustilaginaceae,Ustilaginales,Ustilaginomycetes,Basidiomycota
Armillaria_fuscipes,Armillaria fuscipes,Armillaria,Physalacriaceae,Agaricales,Agaricomycetes,Basidiomycota
Choanephora_cucurbitarum,Choanephora cucurbitarum,Choanephora,Choanephoraceae,Mucorales,Mucoromycetes,Mucoromycota
Obba_rivulosa,Obba rivulosa,Obba,Gelatoporiaceae,Polyporales,Agaricomycetes,Basidiomycota
Tilletia_indica,Tilletia indica,Tilletia,Tilletiaceae,Tilletiales,Exobasidiomycetes,Basidiomycota
Amanita_polypyramis,Amanita polypyramis,Amanita,Amanitaceae,Agaricales,Agaricomycetes,Basidiomycota
Amanita_inopinata,Amanita inopinata,Amanita,Amanitaceae,Agaricales,Agaricomycetes,Basidiomycota
Amanita_brunnescens,Amanita brunnescens,Amanita,Amanitaceae,Agaricales,Agaricomycetes,Basidiomycota
Cutaneotrichosporon_curvatum,Cutaneotrichosporon curvatum,Cutaneotrichosporon,Trichosporonaceae,Trichosporonales,Tremellomycetes,Basidiomycota
Cryptococcus_depauperatus,Cryptococcus depauperatus,Cryptococcus,Cryptococcaceae,Tremellales,Tremellomycetes,Basidiomycota
Cryptococcus_amylolentus,Cryptococcus amylolentus,Cryptococcus,Cryptococcaceae,Tremellales,Tremellomycetes,Basidiomycota
Ustilago_vetiveriae,Ustilago vetiveriae,Ustilago,Ustilaginaceae,Ustilaginales,Ustilaginomycetes,Basidiomycota
Ustilago_xerochloae,Ustilago xerochloae,Ustilago,Ustilaginaceae,Ustilaginales,Ustilaginomycetes,Basidiomycota
Pseudozyma_hubeiensis,Pseudozyma hubeiensis,Pseudozyma,Ustilaginaceae,Ustilaginales,Ustilaginomycetes,Basidiomycota
Pseudozyma_tsukubaensis,Pseudozyma tsukubaensis,Pseudozyma,Ustilaginaceae,Ustilaginales,Ustilaginomycetes,Basidiomycota
Pleurotus_salmoneostramineus,Pleurotus salmoneostramineus,Pleurotus,Pleurotaceae,Agaricales,Agaricomycetes,Basidiomycota
Sporisorium_iseilematisciliati,Sporisorium iseilematis-ciliati,Sporisorium,Ustilaginaceae,Ustilaginales,Ustilaginomycetes,Basidiomycota
Trichosporon_faecale,Trichosporon faecale,Trichosporon,Trichosporonaceae,Trichosporonales,Tremellomycetes,Basidiomycota
Polyporus_brumalis,Polyporus brumalis,Polyporus,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota
Rhizopogon_vesiculosus,Rhizopogon vesiculosus,Rhizopogon,Rhizopogonaceae,Boletales,Agaricomycetes,Basidiomycota
Mrakia_psychrophila,Mrakia psychrophila,Mrakia,Mrakiaceae,Cystofilobasidiales,Tremellomycetes,Basidiomycota
Trametes_pubescens,Trametes pubescens,Trametes,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota
Phanerochaete_chrysosporium,Phanerochaete chrysosporium,Phanerochaete,Phanerochaetaceae,Polyporales,Agaricomycetes,Basidiomycota
Fomitopsis_pinicola,Fomitopsis pinicola,Fomitopsis,Fomitopsidaceae,Polyporales,Agaricomycetes,Basidiomycota
Fomitopsis_palustris,Fomitopsis palustris,Fomitopsis,Fomitopsidaceae,Polyporales,Agaricomycetes,Basidiomycota
Trametes_polyzona,Trametes polyzona,Trametes,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota
Lyophyllum_decastes,Lyophyllum decastes,Lyophyllum,Lyophyllaceae,Agaricales,Agaricomycetes,Basidiomycota
Lyophyllum_shimeji,Lyophyllum shimeji,Lyophyllum,Lyophyllaceae,Agaricales,Agaricomycetes,Basidiomycota
Smittium_mucronatum,Smittium mucronatum,Smittium,Legeriomycetaceae,Harpellales,Harpellomycetes,Zoopagomycota
Pleurotus_ostreatus,Pleurotus ostreatus,Pleurotus,Pleurotaceae,Agaricales,Agaricomycetes,Basidiomycota
Zancudomyces_culisetae,Zancudomyces culisetae,Zancudomyces,Legeriomycetaceae,Harpellales,Harpellomycetes,Zoopagomycota
Smittium_culicis,Smittium culicis,Smittium,Legeriomycetaceae,Harpellales,Harpellomycetes,Zoopagomycota
Amanita_bisporigera,Amanita bisporigera,Amanita,Amanitaceae,Agaricales,Agaricomycetes,Basidiomycota
Amanita_phalloides,Amanita phalloides,Amanita,Amanitaceae,Agaricales,Agaricomycetes,Basidiomycota
Irpex_lacteus,Irpex lacteus,Irpex,Irpicaceae,Polyporales,Agaricomycetes,Basidiomycota
Salmacisia_buchloeana,Salmacisia buchloeana,Salmacisia,Tilletiaceae,Tilletiales,Exobasidiomycetes,Basidiomycota
Trametes_coccinea,Trametes coccinea,Trametes,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota
Auricularia_auriculajudae,Auricularia auricula-judae,Auricularia,Auriculariaceae,Auriculariales,Agaricomycetes,Basidiomycota
Catenaria_anguillulae,Catenaria anguillulae,Catenaria,Catenariaceae,Blastocladiales,Blastocladiomycetes,Blastocladiomycota
Kockovaella_imperatae,Kockovaella imperatae,Kockovaella,Cuniculitremaceae,Tremellales,Tremellomycetes,Basidiomycota
Anaeromyces_robustus,Anaeromyces robustus,Anaeromyces,Neocallimastigaceae,Neocallimastigales,Neocallimastigomycetes,Chytridiomycota
Hesseltinella_vesiculosa,Hesseltinella vesiculosa,Hesseltinella,Cunninghamellaceae,Mucorales,Mucoromycetes,Mucoromycota
Piromyces_finnis,Piromyces finnis,Piromyces,Neocallimastigaceae,Neocallimastigales,Neocallimastigomycetes,Chytridiomycota
Neocallimastix_californiae,Neocallimastix californiae,Neocallimastix,Neocallimastigaceae,Neocallimastigales,Neocallimastigomycetes,Chytridiomycota
Rhizoclosmatium_globosum,Rhizoclosmatium globosum,Rhizoclosmatium,Chytriomycetaceae,Chytridiales,Chytridiomycetes,Chytridiomycota
Linderina_pennispora,Linderina pennispora,Linderina,Kickxellaceae,Kickxellales,Kickxellomycetes,Zoopagomycota
Naematelia_encephala,Naematelia encephala,Naematelia,Naemateliaceae,Tremellales,Tremellomycetes,Basidiomycota
Syncephalastrum_racemosum,Syncephalastrum racemosum,Syncephalastrum,Syncephalastraceae,Mucorales,Mucoromycetes,Mucoromycota
Lobosporangium_transversale,Lobosporangium transversale,Lobosporangium,Mortierellaceae,Mortierellales,Mortierellomycetes,Mucoromycota
Absidia_repens,Absidia repens,Absidia,Cunninghamellaceae,Mucorales,Mucoromycetes,Mucoromycota
Grammothele_lineata,Grammothele lineata,Grammothele,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota
Melampsora_alliipopulina,Melampsora allii-populina,Melampsora,Melampsoraceae,Pucciniales,Pucciniomycetes,Basidiomycota
Melampsora_aecidioides,Melampsora aecidioides,Melampsora,Melampsoraceae,Pucciniales,Pucciniomycetes,Basidiomycota
Melampsora_abietiscanadensis,Melampsora abietis-canadensis,Melampsora,Melampsoraceae,Pucciniales,Pucciniomycetes,Basidiomycota
Melampsora_medusae,Melampsora medusae,Melampsora,Melampsoraceae,Pucciniales,Pucciniomycetes,Basidiomycota
Melampsora_occidentalis,Melampsora occidentalis,Melampsora,Melampsoraceae,Pucciniales,Pucciniomycetes,Basidiomycota
Rhizophlyctis_rosea,Rhizophlyctis rosea,Rhizophlyctis,Rhizophlyctidaceae,Rhizophlyctidales,Chytridiomycetes,Chytridiomycota
Limonomyces_culmigenus,Limonomyces culmigenus,Limonomyces,Corticiaceae,Corticiales,Agaricomycetes,Basidiomycota
Auricularia_heimuer,Auricularia heimuer,Auricularia,Auriculariaceae,Auriculariales,Agaricomycetes,Basidiomycota
Pyrrhoderma_noxium,Pyrrhoderma noxium,Pyrrhoderma,Hymenochaetaceae,Hymenochaetales,Agaricomycetes,Basidiomycota
Armillaria_solidipes,Armillaria solidipes,Armillaria,Physalacriaceae,Agaricales,Agaricomycetes,Basidiomycota
Armillaria_gallica,Armillaria gallica,Armillaria,Physalacriaceae,Agaricales,Agaricomycetes,Basidiomycota
Cutaneotrichosporon_arboriformis,Cutaneotrichosporon arboriformis,Cutaneotrichosporon,Trichosporonaceae,Trichosporonales,Tremellomycetes,Basidiomycota
Cutaneotrichosporon_daszewskae,Cutaneotrichosporon daszewskae,Cutaneotrichosporon,Trichosporonaceae,Trichosporonales,Tremellomycetes,Basidiomycota
Cutaneotrichosporon_cyanovorans,Cutaneotrichosporon cyanovorans,Cutaneotrichosporon,Trichosporonaceae,Trichosporonales,Tremellomycetes,Basidiomycota
Amanita_thiersii,Amanita thiersii,Amanita,Amanitaceae,Agaricales,Agaricomycetes,Basidiomycota
Sparassis_latifolia,Sparassis latifolia,Sparassis,Sparassidaceae,Polyporales,Agaricomycetes,Basidiomycota
Coemansia_reversa,Coemansia reversa,Coemansia,Kickxellaceae,Kickxellales,Kickxellomycetes,Zoopagomycota
Apophysomyces_variabilis,Apophysomyces variabilis,Apophysomyces,Mucoraceae,Mucorales,Mucoromycetes,Mucoromycota
Ganoderma_sinense,Ganoderma sinense,Ganoderma,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota
Phellinus_lamaoensis,Phellinus lamaoensis,Phellinus,Hymenochaetaceae,Hymenochaetales,Agaricomycetes,Basidiomycota
Porodaedalea_pini,Porodaedalea pini,Porodaedalea,Hymenochaetaceae,Hymenochaetales,Agaricomycetes,Basidiomycota
Coniferiporia_sulphurascens,Coniferiporia sulphurascens,Coniferiporia,Hymenochaetaceae,Hymenochaetales,Agaricomycetes,Basidiomycota
Malassezia_vespertilionis,Malassezia vespertilionis,Malassezia,Malasseziaceae,Malasseziales,Malasseziomycetes,Basidiomycota
Ganoderma_boninense,Ganoderma boninense,Ganoderma,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota
Glaciozyma_antarctica,Glaciozyma antarctica,Glaciozyma,Camptobasidiaceae,Kriegeriales,Microbotryomycetes,Basidiomycota
Rhodotorula_kratochvilovae,Rhodotorula kratochvilovae,Rhodotorula,Sporidiobolaceae,Sporidiobolales,Microbotryomycetes,Basidiomycota
Rhodotorula_taiwanensis,Rhodotorula taiwanensis,Rhodotorula,Sporidiobolaceae,Sporidiobolales,Microbotryomycetes,Basidiomycota
Panaeolus_cyanescens,Panaeolus cyanescens,Panaeolus,Bolbitiaceae,Agaricales,Agaricomycetes,Basidiomycota
Psilocybe_cyanescens,Psilocybe cyanescens,Psilocybe,Strophariaceae,Agaricales,Agaricomycetes,Basidiomycota
Gymnopilus_dilepis,Gymnopilus dilepis,Gymnopilus,Cortinariaceae,Agaricales,Agaricomycetes,Basidiomycota
Tricholoma_matsutake,Tricholoma matsutake,Tricholoma,Tricholomataceae,Agaricales,Agaricomycetes,Basidiomycota
Trametes_villosa,Trametes villosa,Trametes,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota
